energy,energy_error,gradient_error
-22310.41952036,0.0,0.018
-22310.42076639,0.0012,0.013
-22310.42194025,0.0012,0.0095
-22310.42323496,0.0013,0.0063
-22310.42430749,0.0011,0.0095
-22310.42474691,0.00044,0.0087
-22310.42534593,0.0006,0.0067
-22310.42570979,0.00036,0.0059
-22310.42595059,0.00024,0.006
-22310.42627372,0.00032,0.005
-22310.42658642,0.00031,0.0045
-22310.42693604,0.00035,0.0051
-22310.42718971,0.00025,0.0047
-22310.427391,0.0002,0.0053
-22310.42762194,0.00023,0.0034
-22310.4277498,0.00013,0.004
-22310.42780964,6e-05,0.0025
-22310.42786833,5.9e-05,0.0025
-22310.42793701,6.9e-05,0.0023
