energy,energy_error,gradient_error
-22331.061493,0.0,0.011
-22331.06228042,0.00079,0.012
-22331.06316487,0.00088,0.012
-22331.06413397,0.00097,0.011
-22331.06500766,0.00087,0.0083
-22331.06557622,0.00057,0.0071
-22331.06666339,0.0011,0.0056
-22331.06744078,0.00078,0.0078
-22331.06805131,0.00061,0.0071
-22331.06880682,0.00076,0.0071
-22331.06938025,0.00057,0.0076
-22331.0700075,0.00063,0.0063
-22331.07046156,0.00045,0.007
-22331.07099071,0.00053,0.0053
-22331.07163148,0.00064,0.0071
-22331.07202343,0.00039,0.0054
-22331.07233149,0.00031,0.0045
-22331.07266136,0.00033,0.0042
-22331.07299835,0.00034,0.0059
-22331.07329988,0.0003,0.0044
-22331.07353566,0.00024,0.0031
-22331.07384116,0.00031,0.0045
-22331.07420253,0.00036,0.0044
-22331.07467596,0.00047,0.0052
-22331.07513924,0.00046,0.0042
-22331.07551761,0.00038,0.0048
-22331.0759485,0.00043,0.0038
-22331.07632364,0.00038,0.0062
-22331.07667308,0.00035,0.006
-22331.07709227,0.00042,0.0036
-22331.07746791,0.00038,0.0048
-22331.07778282,0.00031,0.0039
-22331.07810451,0.00032,0.0045
-22331.07841117,0.00031,0.0038
-22331.078637,0.00023,0.0035
-22331.07890953,0.00027,0.0027
-22331.07909389,0.00018,0.0038
-22331.07927545,0.00018,0.0033
