energy,energy_error,gradient_error
-139.07263534,0.0,0.057
-139.07524063,0.0026,0.039
-139.07666725,0.0014,0.011
-139.0768875,0.00022,0.0069
-139.07698422,9.7e-05,0.0033
-139.07704758,6.3e-05,0.0019
-139.07708247,3.5e-05,0.0015
-139.07710637,2.4e-05,0.0015
-139.07712473,1.8e-05,0.0012
-139.07712908,4.4e-06,0.00045
