energy,energy_error,gradient_error
-22314.6940512,0.0,0.0055
-22314.6945339,0.00048,0.0055
-22314.69501888,0.00048,0.0052
-22314.69569183,0.00067,0.0052
-22314.69658519,0.00089,0.0048
-22314.69774304,0.0012,0.0044
-22314.69913707,0.0014,0.0038
-22314.70053402,0.0014,0.0056
-22314.70125867,0.00072,0.008
-22314.70156153,0.0003,0.006
-22314.70211049,0.00055,0.005
-22314.70251783,0.00041,0.0043
-22314.70268701,0.00017,0.0034
-22314.70280041,0.00011,0.0026
-22314.70292347,0.00012,0.003
-22314.70311723,0.00019,0.0037
-22314.70331938,0.0002,0.0036
-22314.7034955,0.00018,0.0033
-22314.70364216,0.00015,0.0032
-22314.7038688,0.00023,0.0029
-22314.70419048,0.00032,0.0037
-22314.70459895,0.00041,0.0047
-22314.70490181,0.0003,0.0041
-22314.70516275,0.00026,0.0034
-22314.70540939,0.00025,0.0028
-22314.70555745,0.00015,0.0027
-22314.70565624,9.9e-05,0.0032
-22314.70576872,0.00011,0.0026
-22314.70587928,0.00011,0.0032
-22314.70598695,0.00011,0.0024
-22314.70610805,0.00012,0.0022
-22314.70619698,8.9e-05,0.002
-22314.70629891,0.0001,0.0016
-22314.70636974,7.1e-05,0.0015
-22314.70641645,4.7e-05,0.0019
-22314.70647122,5.5e-05,0.0021
-22314.7065158,4.5e-05,0.0019
-22314.70658191,6.6e-05,0.0016
-22314.70666321,8.1e-05,0.0016
-22314.70670325,4e-05,0.0014
-22314.70676701,6.4e-05,0.0013
-22314.70684799,8.1e-05,0.0019
-22314.7069439,9.6e-05,0.0022
-22314.70701091,6.7e-05,0.0018
-22314.70706397,5.3e-05,0.0019
-22314.70712587,6.2e-05,0.0016
-22314.70716346,3.8e-05,0.0015
-22314.70720914,4.6e-05,0.0016
-22314.70725247,4.3e-05,0.0016
