energy,energy_error,gradient_error
-22293.59812832,0.0,0.006
-22293.59855454,0.00043,0.0058
-22293.59902732,0.00047,0.0052
-22293.59961462,0.00059,0.0047
-22293.60023694,0.00062,0.0041
-22293.60081449,0.00058,0.0057
-22293.60116341,0.00035,0.0058
-22293.60140402,0.00024,0.0049
-22293.60184708,0.00044,0.0054
-22293.60228613,0.00044,0.0046
-22293.60252395,0.00024,0.0044
-22293.6027016,0.00018,0.0046
-22293.60298281,0.00028,0.0044
-22293.6032126,0.00023,0.0053
-22293.60339928,0.00019,0.0052
-22293.60360994,0.00021,0.0042
-22293.60388578,0.00028,0.0045
-22293.60409877,0.00021,0.0036
-22293.60430964,0.00021,0.0031
-22293.60453074,0.00022,0.0044
-22293.60478765,0.00026,0.0041
-22293.60504629,0.00026,0.0047
