energy,energy_error,gradient_error
-22293.60299924,0.0,0.0083
-22293.60337809,0.00038,0.011
-22293.60425387,0.00088,0.012
-22293.60512778,0.00087,0.0096
-22293.60623118,0.0011,0.0086
-22293.60755238,0.0013,0.0061
-22293.60896118,0.0014,0.0052
-22293.61018206,0.0012,0.01
-22293.61108734,0.00091,0.0086
-22293.61248755,0.0014,0.013
-22293.61454594,0.0021,0.0093
-22293.61668472,0.0021,0.0085
-22293.61728158,0.0006,0.0071
-22293.61764956,0.00037,0.0074
-22293.61799431,0.00034,0.0049
-22293.61849262,0.0005,0.0054
-22293.61880976,0.00032,0.0058
-22293.61911564,0.00031,0.0043
-22293.61939778,0.00028,0.0047
-22293.61956263,0.00016,0.0038
-22293.61982245,0.00026,0.0037
-22293.62012609,0.0003,0.0041
-22293.62060762,0.00048,0.0063
-22293.62130228,0.00069,0.0075
-22293.62227876,0.00098,0.0098
-22293.6234753,0.0012,0.011
-22293.62460935,0.0011,0.011
-22293.62674938,0.0021,0.014
-22293.62786712,0.0011,0.011
-22293.62919284,0.0013,0.0098
-22293.62989518,0.0007,0.0088
-22293.63161296,0.0017,0.0091
-22293.63349156,0.0019,0.01
-22293.63521715,0.0017,0.0096
