energy,energy_error,gradient_error
-22314.41955406,0.0,0.00082
-22314.4195589,4.8e-06,0.00084
-22314.41956358,4.7e-06,0.0012
-22314.419575,1.1e-05,0.00062
-22314.41958094,5.9e-06,0.00074
-22314.41959168,1.1e-05,0.00097
-22314.41960357,1.2e-05,0.0011
-22314.41962481,2.1e-05,0.0014
-22314.41965093,2.6e-05,0.0021
-22314.41968517,3.4e-05,0.0028
-22314.41972826,4.3e-05,0.004
-22314.41976398,3.6e-05,0.0047
-22314.4198015,3.8e-05,0.0042
-22314.41984849,4.7e-05,0.0038
-22314.41990253,5.4e-05,0.0035
-22314.41993292,3e-05,0.0036
-22314.41997374,4.1e-05,0.0036
-22314.42002315,4.9e-05,0.0037
-22314.42010009,7.7e-05,0.0046
-22314.42016192,6.2e-05,0.0037
-22314.42020765,4.6e-05,0.009
-22314.42034221,0.00013,0.0056
-22314.42048518,0.00014,0.0052
-22314.42059067,0.00011,0.0046
