energy,energy_error,gradient_error
-22198.593583,0.0,0.01
-22198.59461941,0.001,0.0083
-22198.59562583,0.001,0.0074
-22198.59685337,0.0012,0.0071
-22198.59817034,0.0013,0.0068
-22198.59919336,0.001,0.0065
-22198.59983314,0.00064,0.0065
-22198.60071998,0.00089,0.0069
-22198.60188783,0.0012,0.0059
-22198.60328503,0.0014,0.0055
-22198.6045028,0.0012,0.0057
-22198.60521064,0.00071,0.0065
-22198.60624896,0.001,0.0057
-22198.60758874,0.0013,0.0068
-22198.60847341,0.00088,0.0057
-22198.60909167,0.00062,0.0046
-22198.60957318,0.00048,0.0037
-22198.61005616,0.00048,0.0041
-22198.61048294,0.00043,0.004
-22198.61084121,0.00036,0.0052
-22198.6111825,0.00034,0.0058
-22198.61160426,0.00042,0.0043
-22198.61198775,0.00038,0.0036
-22198.61229385,0.00031,0.0033
-22198.61258395,0.00029,0.0035
-22198.61287144,0.00029,0.0036
-22198.61316498,0.00029,0.003
-22198.61352469,0.00036,0.0028
-22198.61387755,0.00035,0.0031
-22198.61409767,0.00022,0.0041
-22198.61437456,0.00028,0.0041
-22198.61473614,0.00036,0.0029
-22198.61503597,0.0003,0.0032
-22198.61531509,0.00028,0.0032
-22198.61560094,0.00029,0.0034
-22198.61599316,0.00039,0.0039
-22198.61628176,0.00029,0.0032
-22198.61653415,0.00025,0.0027
-22198.61673576,0.0002,0.0025
-22198.61686827,0.00013,0.0031
-22198.61702702,0.00016,0.003
-22198.61719748,0.00017,0.0026
-22198.61731946,0.00012,0.002
-22198.61738545,6.6e-05,0.0017
-22198.61746973,8.4e-05,0.0015
-22198.61755059,8.1e-05,0.0017
-22198.61762627,7.6e-05,0.0015
-22198.61767517,4.9e-05,0.0012
-22198.61770759,3.2e-05,0.0015
-22198.61773789,3e-05,0.0016
-22198.61778003,4.2e-05,0.0016
-22198.61783333,5.3e-05,0.0012
-22198.61786589,3.3e-05,0.00095
-22198.61789234,2.6e-05,0.0012
-22198.61792678,3.4e-05,0.0014
-22198.6179606,3.4e-05,0.001
-22198.61799135,3.1e-05,0.00092
-22198.61801749,2.6e-05,0.0012
-22198.61804702,3e-05,0.0014
-22198.61808138,3.4e-05,0.0016
-22198.61811843,3.7e-05,0.0016
-22198.61816831,5e-05,0.0015
-22198.61821466,4.6e-05,0.0013
-22198.61825044,3.6e-05,0.002
-22198.61829657,4.6e-05,0.0014
-22198.61833791,4.1e-05,0.0012
-22198.61838914,5.1e-05,0.00098
-22198.61845677,6.8e-05,0.0011
-22198.61852686,7e-05,0.0015
-22198.61856158,3.5e-05,0.0014
-22198.61858634,2.5e-05,0.0015
-22198.6186391,5.3e-05,0.0015
-22198.61870444,6.5e-05,0.0017
-22198.61879494,9.1e-05,0.0021
-22198.61884379,4.9e-05,0.0025
-22198.6188981,5.4e-05,0.002
-22198.61894641,4.8e-05,0.0044
-22198.61901536,6.9e-05,0.0032
-22198.61905915,4.4e-05,0.0025
