energy,energy_error,gradient_error
-22315.00486036,0.0,0.0075
-22315.00557471,0.00071,0.0074
-22315.00630962,0.00073,0.007
-22315.00734163,0.001,0.0067
-22315.00877483,0.0014,0.0061
-22315.01071063,0.0019,0.0052
-22315.01320602,0.0025,0.0041
-22315.01612682,0.0029,0.0053
-22315.01889909,0.0028,0.0067
-22315.02015109,0.0013,0.014
-22315.02083764,0.00069,0.0053
-22315.02165255,0.00081,0.007
-22315.02242699,0.00077,0.0084
-22315.02295896,0.00053,0.0054
-22315.02323625,0.00028,0.0027
-22315.02338522,0.00015,0.0027
-22315.02353424,0.00015,0.0032
-22315.02362312,8.9e-05,0.0021
-22315.02367681,5.4e-05,0.0015
-22315.02371866,4.2e-05,0.0026
-22315.02376863,5e-05,0.0019
-22315.02383023,6.2e-05,0.0022
-22315.02389006,6e-05,0.0018
-22315.02393791,4.8e-05,0.002
-22315.0239882,5e-05,0.002
-22315.02406411,7.6e-05,0.0018
-22315.02410917,4.5e-05,0.0019
-22315.0241314,2.2e-05,0.0012
-22315.02415944,2.8e-05,0.00095
