energy,energy_error,gradient_error
-22198.82203575,0.0,0.0079
-22198.8221574,0.00012,0.0049
-22198.82233443,0.00018,0.0059
-22198.82250439,0.00017,0.0047
-22198.82265395,0.00015,0.0046
-22198.82277544,0.00012,0.0073
-22198.82293474,0.00016,0.0051
-22198.82311803,0.00018,0.0025
-22198.82326098,0.00014,0.0019
-22198.82334354,8.3e-05,0.0037
-22198.82343655,9.3e-05,0.0042
-22198.82357296,0.00014,0.0037
-22198.82370299,0.00013,0.0022
-22198.82377202,6.9e-05,0.0021
-22198.82385074,7.9e-05,0.0024
-22198.82394978,9.9e-05,0.0039
-22198.82405377,0.0001,0.0036
-22198.82415557,0.0001,0.0021
-22198.82426071,0.00011,0.0018
-22198.82434434,8.4e-05,0.0027
-22198.82445659,0.00011,0.0041
-22198.82457626,0.00012,0.0037
-22198.82469081,0.00011,0.0023
-22198.82476817,7.7e-05,0.0023
-22198.82483992,7.2e-05,0.0024
-22198.82495871,0.00012,0.0038
-22198.82507753,0.00012,0.0036
-22198.8251636,8.6e-05,0.0015
-22198.82522613,6.3e-05,0.0018
-22198.82527246,4.6e-05,0.0024
-22198.82532472,5.2e-05,0.0033
-22198.82539762,7.3e-05,0.0037
-22198.82549348,9.6e-05,0.0037
-22198.82561103,0.00012,0.0028
-22198.82568348,7.2e-05,0.0014
-22198.82571794,3.4e-05,0.0012
-22198.82575213,3.4e-05,0.0015
-22198.82577658,2.4e-05,0.0015
-22198.82579288,1.6e-05,0.00087
-22198.82580059,7.7e-06,0.00045
