energy
-22198.3935824
-22198.78415592
-22198.76126893
-22198.80822724
-22198.8171802
-22198.82153414
-22198.82186943
-22198.82200712
-22198.82202787
-22198.82203385
-22198.8220353
-22198.82214357
-22198.82214871
-22198.82215642
-22198.82215699
-22198.82215759
-22198.82230177
-22198.82225854
-22198.82232895
-22198.82233403
-22198.82233422
-22198.82233442
-22198.82250155
-22198.82250272
-22198.82250251
-22198.82250326
-22198.82250425
-22198.82250437
-22198.82265029
-22198.82265029
-22198.82264988
-22198.82265155
-22198.82265378
-22198.82265394
-22198.82277177
-22198.8227716
-22198.82276978
-22198.82277255
-22198.82277521
-22198.82277538
-22198.82277544
-22198.82293301
-22198.82293146
-22198.82292518
-22198.82293411
-22198.82293468
-22198.82293477
-22198.82311483
-22198.82311114
-22198.82310983
-22198.8231124
-22198.82311789
-22198.82311799
-22198.82311802
-22198.82325895
-22198.82325754
-22198.82325142
-22198.82325958
-22198.82326076
-22198.82326095
-22198.82326097
-22198.82334257
-22198.82334197
-22198.82334084
-22198.82334235
-22198.82334347
-22198.82334354
-22198.82343554
-22198.82343534
-22198.82343447
-22198.82343548
-22198.82343652
-22198.82343656
-22198.82357012
-22198.82356935
-22198.82357079
-22198.82357122
-22198.82357271
-22198.82357293
-22198.82369801
-22198.82369894
-22198.82369297
-22198.82370046
-22198.82370267
-22198.82370292
-22198.82370297
-22198.82377011
-22198.82376927
-22198.82376814
-22198.82377025
-22198.82377194
-22198.82377201
-22198.82384874
-22198.82384852
-22198.82384724
-22198.82384901
-22198.82385063
-22198.82385071
-22198.82385074
-22198.82394653
-22198.82394426
-22198.82393355
-22198.82394861
-22198.82394959
-22198.82394971
-22198.82394976
-22198.82405251
-22198.82405168
-22198.82404688
-22198.82405319
-22198.82405365
-22198.82405375
-22198.82405376
-22198.82415437
-22198.82415299
-22198.82414701
-22198.82415442
-22198.82415536
-22198.82415558
-22198.82425768
-22198.82425358
-22198.82423952
-22198.82425614
-22198.82426011
-22198.82426061
-22198.82426069
-22198.82434285
-22198.82434259
-22198.82433858
-22198.8243434
-22198.8243441
-22198.82434433
-22198.82434433
-22198.82445395
-22198.82445315
-22198.82444629
-22198.82445428
-22198.82445614
-22198.82445656
-22198.82445658
-22198.82457313
-22198.82457292
-22198.82456565
-22198.82457478
-22198.824576
-22198.82457621
-22198.82457624
-22198.82468425
-22198.82468247
-22198.82466335
-22198.8246882
-22198.82469043
-22198.8246907
-22198.82469077
-22198.82476498
-22198.82476408
-22198.82475967
-22198.82476509
-22198.82476801
-22198.82476811
-22198.82476817
-22198.82483656
-22198.82483579
-22198.82482952
-22198.82483704
-22198.82483978
-22198.82483988
-22198.82483992
-22198.82495415
-22198.82495287
-22198.82495144
-22198.82495824
-22198.82495831
-22198.82495856
-22198.82495871
-22198.82507257
-22198.82507271
-22198.82506854
-22198.8250727
-22198.82507688
-22198.82507749
-22198.82507753
-22198.82515969
-22198.82515764
-22198.82515835
-22198.82516019
-22198.82516301
-22198.82516355
-22198.8251636
-22198.82522402
-22198.82522391
-22198.82522068
-22198.82522475
-22198.82522594
-22198.82522611
-22198.82522613
-22198.82527144
-22198.82527102
-22198.82527116
-22198.82527169
-22198.82527228
-22198.82527245
-22198.82532387
-22198.82532401
-22198.82532405
-22198.82532419
-22198.82532468
-22198.82532472
-22198.82539572
-22198.82539529
-22198.82539455
-22198.82539645
-22198.82539726
-22198.82539757
-22198.82539761
-22198.82548981
-22198.82549056
-22198.82548752
-22198.82549057
-22198.82549314
-22198.82549345
-22198.82549346
-22198.82560317
-22198.82560362
-22198.82559211
-22198.82560547
-22198.82561034
-22198.82561092
-22198.82561099
-22198.82567712
-22198.82567617
-22198.82566977
-22198.82567769
-22198.8256831
-22198.82568335
-22198.82568344
-22198.82571599
-22198.82571608
-22198.82571358
-22198.82571664
-22198.82571782
-22198.82571791
-22198.82571793
-22198.82575071
-22198.82575035
-22198.82574932
-22198.825751
-22198.82575204
-22198.8257521
-22198.82575212
-22198.82577633
-22198.8257763
-22198.82577613
-22198.8257764
-22198.82577658
-22198.82579205
-22198.82579134
-22198.82579205
-22198.82579257
-22198.82579284
-22198.82579288
-22198.82580025
-22198.8258002
-22198.82580027
-22198.82580043
-22198.82580057
-22198.82580059
