energy,energy_error,gradient_error
-22331.08317592,0.0,0.0035
-22331.08324199,6.6e-05,0.005
-22331.08330234,6e-05,0.0095
-22331.08334785,4.6e-05,0.0036
-22331.08339169,4.4e-05,0.0039
-22331.08344419,5.2e-05,0.0021
-22331.08349815,5.4e-05,0.0021
-22331.08355832,6e-05,0.002
-22331.08361938,6.1e-05,0.0018
-22331.08367283,5.3e-05,0.0016
-22331.08372583,5.3e-05,0.0014
-22331.08380815,8.2e-05,0.0021
-22331.08386993,6.2e-05,0.0027
-22331.08392792,5.8e-05,0.002
-22331.08399719,6.9e-05,0.0022
-22331.08405286,5.6e-05,0.0013
-22331.08411253,6e-05,0.002
-22331.08415665,4.4e-05,0.0026
-22331.08418687,3e-05,0.002
-22331.08421909,3.2e-05,0.0011
-22331.08424039,2.1e-05,0.0016
-22331.08426452,2.4e-05,0.0011
-22331.08428775,2.3e-05,0.001
-22331.08431433,2.7e-05,0.0011
-22331.084338,2.4e-05,0.0017
-22331.08435826,2e-05,0.0016
-22331.08438049,2.2e-05,0.0011
-22331.08440729,2.7e-05,0.00095
-22331.08443062,2.3e-05,0.00097
-22331.08445785,2.7e-05,0.0018
-22331.0844953,3.7e-05,0.0021
