energy,energy_error,gradient_error
-22331.22733052,0.0,0.014
-22331.22795866,0.00063,0.018
-22331.22833669,0.00038,0.048
-22331.22954255,0.0012,0.021
-22331.23051537,0.00097,0.019
-22331.23164979,0.0011,0.014
-22331.23268172,0.001,0.01
-22331.23346002,0.00078,0.011
-22331.23415259,0.00069,0.0076
-22331.23495368,0.0008,0.011
-22331.23612848,0.0012,0.013
-22331.23688219,0.00075,0.012
-22331.23737241,0.00049,0.0062
-22331.23789904,0.00053,0.0061
-22331.23848673,0.00059,0.0081
-22331.2389483,0.00046,0.0091
-22331.23940445,0.00046,0.005
-22331.23987168,0.00047,0.0056
-22331.24028,0.00041,0.0057
-22331.24075539,0.00048,0.0083
-22331.24122797,0.00047,0.0075
-22331.24166371,0.00044,0.0067
-22331.24209377,0.00043,0.0048
-22331.24238016,0.00029,0.0041
-22331.24265828,0.00028,0.0052
-22331.24301519,0.00036,0.0062
-22331.24329793,0.00028,0.0045
-22331.2436562,0.00036,0.005
-22331.24397786,0.00032,0.0043
-22331.24430917,0.00033,0.0049
-22331.24459637,0.00029,0.005
-22331.24488398,0.00029,0.0039
-22331.24526774,0.00038,0.0048
-22331.24568857,0.00042,0.0064
-22331.24607464,0.00039,0.0046
-22331.2463837,0.00031,0.0037
-22331.24668605,0.0003,0.0043
-22331.24698606,0.0003,0.006
-22331.2472357,0.00025,0.0054
-22331.24751963,0.00028,0.0033
-22331.24776032,0.00024,0.0033
-22331.24803311,0.00027,0.0055
-22331.24834648,0.00031,0.0064
-22331.24859819,0.00025,0.004
-22331.24881583,0.00022,0.0023
