energy,energy_error,gradient_error
-22331.24687385,0.0,0.0073
-22331.24688014,6.3e-06,0.014
-22331.24697815,9.8e-05,0.011
-22331.24704652,6.8e-05,0.012
-22331.24719114,0.00014,0.0029
-22331.2473602,0.00017,0.0044
-22331.24757202,0.00021,0.01
-22331.24776488,0.00019,0.0073
-22331.24795536,0.00019,0.0034
-22331.24814027,0.00018,0.0035
-22331.24845548,0.00032,0.0087
-22331.24878236,0.00033,0.013
-22331.24915712,0.00037,0.0073
-22331.24952993,0.00037,0.0061
-22331.24995277,0.00042,0.0075
-22331.25025343,0.0003,0.0065
-22331.25064384,0.00039,0.0069
-22331.25113116,0.00049,0.0056
-22331.2518166,0.00069,0.0085
-22331.25255427,0.00074,0.0082
-22331.25332516,0.00077,0.0082
-22331.25394691,0.00062,0.0054
-22331.25434508,0.0004,0.0058
-22331.25467837,0.00033,0.0053
-22331.2549784,0.0003,0.0057
-22331.25532842,0.00035,0.0076
-22331.25560725,0.00028,0.0057
-22331.25590357,0.0003,0.0061
-22331.25608979,0.00019,0.0037
-22331.25626932,0.00018,0.0054
-22331.25640619,0.00014,0.004
-22331.25656212,0.00016,0.0048
-22331.25671921,0.00016,0.0045
-22331.25687912,0.00016,0.0053
-22331.2570833,0.0002,0.0055
-22331.25731022,0.00023,0.0052
-22331.25752133,0.00021,0.0044
-22331.25774599,0.00022,0.0048
-22331.25799479,0.00025,0.0045
-22331.25821682,0.00022,0.0045
-22331.25836763,0.00015,0.0034
-22331.25850891,0.00014,0.0033
-22331.25860261,9.4e-05,0.0037
-22331.25873243,0.00013,0.0041
-22331.25885478,0.00012,0.0042
-22331.25895125,9.6e-05,0.0019
-22331.25902582,7.5e-05,0.0028
-22331.25908585,6e-05,0.0021
-22331.25913991,5.4e-05,0.0025
-22331.25920074,6.1e-05,0.0025
-22331.25928325,8.3e-05,0.0015
-22331.25930376,2.1e-05,0.0012
-22331.25933181,2.8e-05,0.0011
-22331.25935953,2.8e-05,0.001
-22331.25939889,3.9e-05,0.00099
-22331.25942574,2.7e-05,0.0014
-22331.25945012,2.4e-05,0.0012
-22331.25947039,2e-05,0.0011
-22331.2594982,2.8e-05,0.00087
-22331.25952474,2.7e-05,0.00085
-22331.25954226,1.8e-05,0.0011
-22331.2595637,2.1e-05,0.0011
-22331.25958567,2.2e-05,0.00094
-22331.25961316,2.7e-05,0.00085
-22331.25965236,3.9e-05,0.0008
