energy,energy_error,gradient_error
-22331.26047398,0.0,0.0013
-22331.26049339,1.9e-05,0.0013
-22331.26051326,2e-05,0.00095
-22331.26053873,2.5e-05,0.0018
-22331.26056743,2.9e-05,0.0022
-22331.26059738,3e-05,0.0013
-22331.26062127,2.4e-05,0.0011
-22331.26064918,2.8e-05,0.0011
-22331.2606867,3.8e-05,0.0011
-22331.2607299,4.3e-05,0.0015
-22331.26076142,3.2e-05,0.0017
-22331.26077916,1.8e-05,0.00077
-22331.26079773,1.9e-05,0.00094
-22331.2608216,2.4e-05,0.0017
-22331.26084702,2.5e-05,0.0015
-22331.26088286,3.6e-05,0.0026
-22331.26092336,4e-05,0.0018
-22331.26096347,4e-05,0.0012
-22331.26100277,3.9e-05,0.0022
-22331.26105729,5.5e-05,0.002
-22331.26112697,7e-05,0.0023
-22331.26118893,6.2e-05,0.0023
-22331.26124407,5.5e-05,0.0015
-22331.26128431,4e-05,0.0013
-22331.26133199,4.8e-05,0.0013
-22331.2613903,5.8e-05,0.0016
-22331.26145321,6.3e-05,0.003
-22331.26154093,8.8e-05,0.0019
-22331.26164386,0.0001,0.0022
-22331.26173373,9e-05,0.0025
