energy,energy_error,gradient_error
-22331.52968908,0.0,0.0037
-22331.52982502,0.00014,0.0038
-22331.52993504,0.00011,0.0037
-22331.53006155,0.00013,0.0034
-22331.53019593,0.00013,0.0043
-22331.53031902,0.00012,0.0031
-22331.53041579,9.7e-05,0.0029
-22331.53052377,0.00011,0.0037
-22331.53064816,0.00012,0.0031
-22331.53072159,7.3e-05,0.0016
-22331.53078969,6.8e-05,0.002
-22331.53082999,4e-05,0.0028
-22331.53088293,5.3e-05,0.002
-22331.53092027,3.7e-05,0.002
-22331.53095238,3.2e-05,0.0017
-22331.53097223,2e-05,0.0017
-22331.53101905,4.7e-05,0.0013
-22331.5310483,2.9e-05,0.0019
-22331.53107227,2.4e-05,0.0018
-22331.53109279,2.1e-05,0.0014
-22331.53111408,2.1e-05,0.0011
-22331.53112608,1.2e-05,0.0012
-22331.53113958,1.3e-05,0.0013
-22331.53116046,2.1e-05,0.0014
-22331.53118265,2.2e-05,0.0011
-22331.53120099,1.8e-05,0.00093
-22331.53121351,1.3e-05,0.00097
-22331.5312375,2.4e-05,0.0013
-22331.53125624,1.9e-05,0.0014
-22331.53127537,1.9e-05,0.0016
-22331.53129548,2e-05,0.0012
-22331.53131062,1.5e-05,0.0006
-22331.53131918,8.6e-06,0.00072
-22331.53132517,6e-06,0.00061
-22331.53132838,3.2e-06,0.00062
-22331.53133288,4.5e-06,0.00079
-22331.53134471,1.2e-05,0.0012
-22331.53135667,1.2e-05,0.0011
-22331.53137197,1.5e-05,0.0011
-22331.53139021,1.8e-05,0.00093
-22331.53140737,1.7e-05,0.00081
-22331.531426,1.9e-05,0.00078
-22331.53144089,1.5e-05,0.001
-22331.53145564,1.5e-05,0.00097
-22331.53147821,2.3e-05,0.0011
-22331.53149269,1.4e-05,0.0011
-22331.53151709,2.4e-05,0.0011
-22331.53154875,3.2e-05,0.0011
-22331.53157796,2.9e-05,0.0013
-22331.53160964,3.2e-05,0.0018
-22331.5316456,3.6e-05,0.0018
-22331.5316858,4e-05,0.0015
-22331.53174162,5.6e-05,0.0013
-22331.53177605,3.4e-05,0.0015
-22331.53181745,4.1e-05,0.0016
-22331.53187483,5.7e-05,0.0011
-22331.53190193,2.7e-05,0.00076
