energy,energy_error,gradient_error
-22331.2185775,3.3e-05,0.0015
-22331.21857322,4.3e-06,0.0032
-22331.21858671,9.2e-06,0.0023
-22331.21860816,2.1e-05,0.0019
-22331.21863436,2.6e-05,0.0016
-22331.2186558,2.1e-05,0.0012
-22331.21866273,6.9e-06,0.001
-22331.21866285,1.2e-07,0.0011
-22331.21866151,1.3e-06,0.0012
-22331.21866276,8.3e-08,0.0011
-22331.21866285,6.5e-10,0.0011
-22331.21866284,1.4e-09,0.0011
-22331.21867205,9.2e-06,0.0014
-22331.21868368,1.2e-05,0.0035
-22331.2186893,5.6e-06,0.0045
-22331.21870368,1.4e-05,0.00099
-22331.21871525,1.2e-05,0.0014
-22331.21873193,1.7e-05,0.0027
-22331.21875127,1.9e-05,0.0021
-22331.21876802,1.7e-05,0.001
-22331.21878863,2.1e-05,0.0011
-22331.21881065,2.2e-05,0.0021
-22331.21884608,3.5e-05,0.0027
-22331.21889148,4.5e-05,0.0028
-22331.21893962,4.8e-05,0.0019
-22331.21897714,3.8e-05,0.0016
-22331.21904009,6.3e-05,0.0026
-22331.21910944,6.9e-05,0.0038
-22331.21922377,0.00011,0.0041
-22331.21939038,0.00017,0.0032
-22331.21958067,0.00019,0.0033
-22331.21977093,0.00019,0.0032
-22331.22005939,0.00029,0.0048
-22331.22043452,0.00038,0.0095
-22331.22086293,0.00043,0.016
-22331.22134351,0.00048,0.018
-22331.22229621,0.00095,0.017
-22331.22371442,0.0014,0.014
-22331.22508726,0.0014,0.0095
-22331.22660097,0.0015,0.0078
-22331.22777325,0.0012,0.013
-22331.22924041,0.0015,0.02
-22331.23041892,0.0012,0.019
-22331.2322412,0.0018,0.013
-22331.23363048,0.0014,0.0074
-22331.23504648,0.0014,0.019
-22331.23651071,0.0015,0.021
-22331.23812264,0.0016,0.017
-22331.23996865,0.0018,0.0079
-22331.24131056,0.0013,0.0071
-22331.24206337,0.00075,0.008
-22331.24307085,0.001,0.012
-22331.24406904,0.001,0.012
-22331.24474846,0.00068,0.0051
-22331.24523785,0.00049,0.0035
-22331.24557398,0.00034,0.0053
-22331.24584976,0.00028,0.0049
-22331.24609155,0.00024,0.0039
-22331.24635762,0.00027,0.0043
-22331.24656081,0.0002,0.0041
-22331.24678383,0.00022,0.0027
-22331.24691206,0.00013,0.0022
-22331.24707465,0.00016,0.0036
-22331.24730205,0.00023,0.0054
-22331.24753971,0.00024,0.0054
-22331.24775217,0.00021,0.0029
-22331.24795245,0.0002,0.0022
-22331.24809434,0.00014,0.003
-22331.24824158,0.00015,0.0028
-22331.24842071,0.00018,0.0027
-22331.24861897,0.0002,0.0029
-22331.24879724,0.00018,0.0032
-22331.24898585,0.00019,0.0029
-22331.24916655,0.00018,0.0027
-22331.24935904,0.00019,0.0026
-22331.2495102,0.00015,0.0036
-22331.24965469,0.00014,0.004
-22331.24987954,0.00022,0.0028
-22331.25004907,0.00017,0.0025
-22331.25021304,0.00016,0.0025
-22331.25036156,0.00015,0.0033
-22331.25048705,0.00013,0.0029
-22331.25060064,0.00011,0.002
-22331.25069594,9.5e-05,0.0022
-22331.25079822,0.0001,0.0034
-22331.25091229,0.00011,0.0038
-22331.25099763,8.5e-05,0.0023
-22331.25105922,6.2e-05,0.0017
-22331.25109172,3.3e-05,0.0014
-22331.25112232,3.1e-05,0.002
-22331.25115121,2.9e-05,0.0017
-22331.25117127,2e-05,0.0016
-22331.25118759,1.6e-05,0.0013
-22331.25121104,2.3e-05,0.0016
-22331.25122405,1.3e-05,0.0015
-22331.2512393,1.5e-05,0.00096
-22331.25125893,2e-05,0.00094
-22331.25127396,1.5e-05,0.00085
-22331.25128877,1.5e-05,0.00073
-22331.25130116,1.2e-05,0.00061
