energy,energy_error,gradient_error
-22314.43983674,0.0,0.01
-22314.43997724,0.00014,0.01
-22314.44027937,0.0003,0.0083
-22314.44057496,0.0003,0.009
-22314.44099779,0.00042,0.0095
-22314.44143471,0.00044,0.0087
-22314.44213289,0.0007,0.0082
-22314.44284621,0.00071,0.02
-22314.44347982,0.00063,0.031
-22314.44425543,0.00078,0.027
-22314.44536446,0.0011,0.019
-22314.44652353,0.0012,0.008
-22314.44737063,0.00085,0.011
-22314.44788564,0.00052,0.013
-22314.44854404,0.00066,0.019
-22314.44886546,0.00032,0.012
-22314.4497481,0.00088,0.0089
-22314.45014734,0.0004,0.0052
-22314.45058485,0.00044,0.0056
-22314.45100334,0.00042,0.0061
-22314.45155281,0.00055,0.011
-22314.45208349,0.00053,0.011
