energy,energy_error,gradient_error
-22293.82667883,0.0,0.0059
-22293.82708827,0.00041,0.0067
-22293.827493,0.0004,0.0061
-22293.82809865,0.00061,0.0058
-22293.82893753,0.00084,0.0055
-22293.83002888,0.0011,0.0051
-22293.83134614,0.0013,0.005
-22293.83267416,0.0013,0.0048
-22293.83339159,0.00072,0.0056
-22293.83370176,0.00031,0.0051
-22293.83407734,0.00038,0.0044
-22293.83476948,0.00069,0.0028
-22293.83526288,0.00049,0.0027
-22293.83535801,9.5e-05,0.0045
-22293.83549693,0.00014,0.0022
-22293.83569678,0.0002,0.0022
-22293.83590433,0.00021,0.0032
-22293.8360638,0.00016,0.0037
-22293.83626988,0.00021,0.0042
-22293.83662556,0.00036,0.0037
-22293.83695582,0.00033,0.0041
-22293.83712893,0.00017,0.0042
-22293.83724672,0.00012,0.0034
-22293.8374281,0.00018,0.0034
-22293.83755056,0.00012,0.0031
-22293.83766611,0.00012,0.0018
-22293.83776456,9.8e-05,0.0024
-22293.83788151,0.00012,0.0019
-22293.83797672,9.5e-05,0.0025
-22293.83806888,9.2e-05,0.0022
-22293.83819902,0.00013,0.0026
-22293.83834048,0.00014,0.0027
-22293.83845888,0.00012,0.002
-22293.83861141,0.00015,0.0021
-22293.83870339,9.2e-05,0.0019
-22293.83887554,0.00017,0.0024
-22293.83908183,0.00021,0.0026
-22293.8392482,0.00017,0.0026
-22293.83948696,0.00024,0.0028
-22293.83980936,0.00032,0.0035
-22293.84017196,0.00036,0.0036
-22293.84051696,0.00034,0.0037
-22293.84105735,0.00054,0.0046
-22293.8417092,0.00065,0.0047
-22293.84244443,0.00074,0.0039
-22293.8435272,0.0011,0.005
-22293.84467392,0.0011,0.0062
-22293.84677148,0.0021,0.0075
-22293.84912803,0.0024,0.009
-22293.84996226,0.00083,0.011
-22293.85260514,0.0026,0.011
-22293.85457518,0.002,0.0052
-22293.85599576,0.0014,0.005
-22293.85728376,0.0013,0.0056
-22293.85793843,0.00065,0.0049
-22293.85878912,0.00085,0.0046
-22293.85950319,0.00071,0.0044
-22293.86031729,0.00081,0.0039
-22293.86095591,0.00064,0.0034
-22293.86135648,0.0004,0.003
-22293.86183244,0.00048,0.0038
-22293.86227414,0.00044,0.005
-22293.86276284,0.00049,0.0045
-22293.86309145,0.00033,0.0042
-22293.86339026,0.0003,0.0034
-22293.8637233,0.00033,0.0034
-22293.86406464,0.00034,0.0042
-22293.86442094,0.00036,0.0044
-22293.86482822,0.00041,0.0039
-22293.86519975,0.00037,0.0038
-22293.86555904,0.00036,0.0032
-22293.86606702,0.00051,0.0049
-22293.86647124,0.0004,0.005
-22293.86693541,0.00046,0.0037
-22293.86732844,0.00039,0.0034
-22293.86768071,0.00035,0.0033
-22293.86809995,0.00042,0.0044
-22293.86857096,0.00047,0.0049
-22293.86907671,0.00051,0.0044
-22293.86969122,0.00061,0.0033
-22293.87018758,0.0005,0.0031
-22293.87056564,0.00038,0.0033
-22293.87112057,0.00055,0.004
-22293.87178666,0.00067,0.0051
-22293.87238788,0.0006,0.0038
-22293.87278937,0.0004,0.0026
-22293.87296931,0.00018,0.0025
-22293.87310715,0.00014,0.0029
-22293.87328188,0.00017,0.0031
-22293.87348708,0.00021,0.0024
-22293.87359971,0.00011,0.0017
-22293.87366659,6.7e-05,0.0013
-22293.87372231,5.6e-05,0.0011
-22293.87379378,7.1e-05,0.0018
-22293.87387048,7.7e-05,0.002
-22293.87392558,5.5e-05,0.0015
-22293.87396883,4.3e-05,0.001
-22293.87400965,4.1e-05,0.0013
-22293.87405472,4.5e-05,0.0015
-22293.87410048,4.6e-05,0.0013
-22293.87412854,2.8e-05,0.00086
