energy,energy_error,gradient_error
-22198.8077,0.0,0.011
-22198.80832712,0.00063,0.0084
-22198.80943489,0.0011,0.015
-22198.81048079,0.001,0.012
-22198.81131405,0.00083,0.0075
-22198.8116574,0.00034,0.0056
-22198.81233188,0.00067,0.0097
-22198.81312579,0.00079,0.0089
-22198.81386384,0.00074,0.0059
-22198.81416706,0.0003,0.0045
-22198.81459997,0.00043,0.0047
-22198.81533147,0.00073,0.006
-22198.81600506,0.00067,0.0084
-22198.81637958,0.00037,0.0074
-22198.81688221,0.0005,0.0064
-22198.81732038,0.00044,0.009
-22198.81777299,0.00045,0.0072
-22198.81810885,0.00034,0.0086
-22198.8186355,0.00053,0.0073
-22198.81901089,0.00038,0.0081
-22198.8193849,0.00037,0.0068
-22198.81967765,0.00029,0.0038
-22198.81992969,0.00025,0.0047
-22198.82014571,0.00022,0.0068
-22198.82034552,0.0002,0.0081
-22198.82068529,0.00034,0.0081
-22198.82097971,0.00029,0.0055
-22198.8212222,0.00024,0.0036
-22198.82141218,0.00019,0.0033
-22198.82169232,0.00028,0.0062
