energy,energy_error,gradient_error
-22293.59927851,0.0,0.0086
-22293.59995419,0.00068,0.0074
-22293.60072833,0.00077,0.008
-22293.6017924,0.0011,0.0066
-22293.60312233,0.0013,0.0055
-22293.60433888,0.0012,0.0066
-22293.60486168,0.00052,0.0078
-22293.60557596,0.00071,0.008
-22293.60659037,0.001,0.0075
-22293.60796925,0.0014,0.006
-22293.60940391,0.0014,0.0095
-22293.61031259,0.00091,0.012
-22293.61236106,0.002,0.0088
-22293.61543535,0.0031,0.014
-22293.61896246,0.0035,0.02
-22293.6223777,0.0034,0.018
-22293.62590574,0.0035,0.017
-22293.63008154,0.0042,0.014
-22293.63258844,0.0025,0.016
-22293.63457894,0.002,0.014
-22293.63644015,0.0019,0.0085
-22293.63813813,0.0017,0.011
-22293.63933795,0.0012,0.0093
-22293.64064473,0.0013,0.01
-22293.64200192,0.0014,0.014
-22293.64334594,0.0013,0.011
-22293.64446068,0.0011,0.012
-22293.64607966,0.0016,0.011
-22293.64809275,0.002,0.013
-22293.65004235,0.0019,0.013
-22293.65121906,0.0012,0.0089
