energy,energy_error,gradient_error
-22314.45271331,0.0,0.0088
-22314.45291217,0.0002,0.0085
-22314.45319397,0.00028,0.0073
-22314.453397,0.0002,0.0036
-22314.4536086,0.00021,0.0031
-22314.45383408,0.00023,0.0042
-22314.45405663,0.00022,0.0055
-22314.45426016,0.0002,0.0052
-22314.45449985,0.00024,0.0045
-22314.45484393,0.00034,0.0041
-22314.45511382,0.00027,0.005
-22314.45531621,0.0002,0.0046
-22314.4555743,0.00026,0.0043
-22314.45592161,0.00035,0.0049
-22314.45622362,0.0003,0.0052
-22314.4566087,0.00039,0.0049
-22314.45713724,0.00053,0.0054
-22314.45777442,0.00064,0.0069
-22314.45840599,0.00063,0.0079
-22314.45879887,0.00039,0.0069
-22314.45944133,0.00064,0.0061
-22314.46017681,0.00074,0.0074
-22314.46089706,0.00072,0.0087
-22314.46144057,0.00054,0.0084
-22314.46220107,0.00076,0.0055
-22314.46261463,0.00041,0.007
-22314.46300099,0.00039,0.0075
-22314.46342864,0.00043,0.0061
-22314.46377409,0.00035,0.0035
-22314.4640426,0.00027,0.0035
-22314.46431558,0.00027,0.0041
-22314.46461847,0.0003,0.0049
-22314.46490613,0.00029,0.0032
-22314.46511046,0.0002,0.0031
-22314.46528401,0.00017,0.0024
-22314.46547032,0.00019,0.0036
-22314.46565616,0.00019,0.0027
-22314.46583916,0.00018,0.0042
-22314.46599402,0.00015,0.0047
-22314.4661812,0.00019,0.0039
-22314.46637513,0.00019,0.0032
-22314.46663941,0.00026,0.0045
-22314.46694386,0.0003,0.0042
-22314.46720615,0.00026,0.0032
-22314.46752015,0.00031,0.0035
-22314.46779885,0.00028,0.003
-22314.46813294,0.00033,0.004
-22314.46843598,0.0003,0.0039
