energy,energy_error,gradient_error
-22331.57444368,0.00014,0.0031
-22331.57460962,0.00017,0.0042
-22331.57485582,0.00025,0.0041
-22331.57514449,0.00029,0.0043
-22331.57525132,0.00011,0.0097
-22331.57555468,0.0003,0.0064
-22331.57575689,0.0002,0.0028
-22331.57589072,0.00013,0.002
-22331.57601494,0.00012,0.0022
-22331.5760913,7.6e-05,0.0027
-22331.57615629,6.5e-05,0.0025
-22331.57620705,5.1e-05,0.0023
-22331.57627062,6.4e-05,0.0013
-22331.57632876,5.8e-05,0.0018
-22331.57637516,4.6e-05,0.0016
-22331.57643675,6.2e-05,0.0015
-22331.57648765,5.1e-05,0.0019
-22331.57651223,2.5e-05,0.0015
-22331.57653839,2.6e-05,0.0018
-22331.57657395,3.6e-05,0.0015
-22331.57660756,3.4e-05,0.0013
-22331.57664141,3.4e-05,0.0013
-22331.57666162,2e-05,0.00082
-22331.57668427,2.3e-05,0.00077
-22331.57670351,1.9e-05,0.00094
-22331.57672034,1.7e-05,0.00098
-22331.57673432,1.4e-05,0.00069
-22331.57675087,1.7e-05,0.00068
-22331.57676805,1.7e-05,0.00099
-22331.57678293,1.5e-05,0.0011
-22331.57679456,1.2e-05,0.00078
-22331.57680483,1e-05,0.00064
-22331.57681253,7.7e-06,0.00062
-22331.57681942,6.9e-06,0.00067
-22331.57682667,7.2e-06,0.00074
