energy,energy_error,gradient_error
-22331.04127532,0.0,0.0013
-22331.04128888,1.4e-05,0.0027
-22331.04131122,2.2e-05,0.0014
-22331.04133755,2.6e-05,0.0028
-22331.04135488,1.7e-05,0.0016
-22331.04136798,1.3e-05,0.0019
-22331.04138166,1.4e-05,0.0022
-22331.0413999,1.8e-05,0.0017
-22331.04141731,1.7e-05,0.00098
-22331.04143123,1.4e-05,0.001
-22331.04144698,1.6e-05,0.0012
-22331.04146648,2e-05,0.001
-22331.0415,3.4e-05,0.0016
-22331.04154024,4e-05,0.0014
-22331.04157611,3.6e-05,0.0013
-22331.04160095,2.5e-05,0.0013
-22331.04163481,3.4e-05,0.0012
-22331.04166654,3.2e-05,0.002
-22331.04168053,1.4e-05,0.0013
-22331.041693,1.2e-05,0.00085
-22331.04170767,1.5e-05,0.00079
-22331.04172393,1.6e-05,0.0011
-22331.0417317,7.8e-06,0.00086
-22331.04174024,8.5e-06,0.00084
-22331.04174882,8.6e-06,0.001
-22331.04175798,9.2e-06,0.001
-22331.04176571,7.7e-06,0.001
-22331.04177341,7.7e-06,0.00067
-22331.04177883,5.4e-06,0.00076
-22331.0417899,1.1e-05,0.0011
-22331.04179971,9.8e-06,0.0012
-22331.04181443,1.5e-05,0.0014
-22331.04183106,1.7e-05,0.0014
