energy,energy_error,gradient_error
-22331.56288007,0.0,0.0048
-22331.56297259,9.3e-05,0.0032
-22331.56306541,9.3e-05,0.0036
-22331.56318728,0.00012,0.0024
-22331.56332669,0.00014,0.0034
-22331.5634521,0.00013,0.0037
-22331.56357397,0.00012,0.004
-22331.56372003,0.00015,0.0031
-22331.56387464,0.00015,0.0022
-22331.56411695,0.00024,0.0038
-22331.56432213,0.00021,0.0057
-22331.5645652,0.00024,0.0043
-22331.56486158,0.0003,0.0031
-22331.56504711,0.00019,0.0042
-22331.56517622,0.00013,0.0044
-22331.56540809,0.00023,0.0043
-22331.56564584,0.00024,0.0045
-22331.56591022,0.00026,0.004
-22331.56619864,0.00029,0.0038
-22331.56652928,0.00033,0.0045
-22331.56686977,0.00034,0.0051
-22331.56716321,0.00029,0.005
-22331.5675629,0.0004,0.0044
-22331.56796137,0.0004,0.0055
-22331.56824562,0.00028,0.0063
-22331.56845407,0.00021,0.0052
-22331.56871074,0.00026,0.0057
-22331.56904913,0.00034,0.0055
-22331.56926982,0.00022,0.005
-22331.56951502,0.00025,0.0034
-22331.56968256,0.00017,0.003
-22331.56985835,0.00018,0.0031
-22331.57002544,0.00017,0.0039
-22331.57024325,0.00022,0.0046
-22331.57044562,0.0002,0.0036
-22331.57061711,0.00017,0.0044
-22331.57077033,0.00015,0.0035
-22331.57097543,0.00021,0.0029
-22331.57110985,0.00013,0.003
-22331.57125147,0.00014,0.003
-22331.57140572,0.00015,0.0027
-22331.571592,0.00019,0.0032
-22331.57176952,0.00018,0.0033
-22331.57194198,0.00017,0.0034
-22331.57212497,0.00018,0.0024
-22331.57227214,0.00015,0.0025
-22331.57237581,0.0001,0.0018
-22331.57246875,9.3e-05,0.0024
-22331.57259665,0.00013,0.0034
-22331.57275557,0.00016,0.0036
-22331.57293382,0.00018,0.0031
-22331.57310382,0.00017,0.0025
-22331.57322802,0.00012,0.0031
-22331.57341887,0.00019,0.0038
-22331.5736312,0.00021,0.0036
-22331.57380975,0.00018,0.0026
-22331.57398307,0.00017,0.0025
-22331.5741091,0.00013,0.0027
-22331.57418495,7.6e-05,0.0023
-22331.57427837,9.3e-05,0.0018
-22331.57435082,7.2e-05,0.0017
-22331.57442378,7.3e-05,0.0013
-22331.57447539,5.2e-05,0.0012
-22331.57453823,6.3e-05,0.0015
-22331.57459052,5.2e-05,0.0014
-22331.57464944,5.9e-05,0.0014
-22331.57470828,5.9e-05,0.0017
-22331.57474941,4.1e-05,0.0015
-22331.5748058,5.6e-05,0.001
-22331.57483984,3.4e-05,0.0011
-22331.57488781,4.8e-05,0.0012
-22331.57492984,4.2e-05,0.0013
-22331.57497127,4.1e-05,0.0016
-22331.57501377,4.2e-05,0.0014
-22331.57510113,8.7e-05,0.0015
-22331.57513324,3.2e-05,0.0012
-22331.57516377,3.1e-05,0.0014
-22331.57520395,4e-05,0.0017
-22331.57524583,4.2e-05,0.0017
-22331.5752726,2.7e-05,0.0017
-22331.57531537,4.3e-05,0.0016
-22331.57536336,4.8e-05,0.0017
-22331.57542144,5.8e-05,0.0019
-22331.57548848,6.7e-05,0.0021
-22331.57554836,6e-05,0.0023
-22331.57563092,8.3e-05,0.0024
-22331.5757796,0.00015,0.0024
-22331.57596752,0.00019,0.0032
-22331.57612063,0.00015,0.0058
-22331.57616954,4.9e-05,0.0098
