energy
-22288.79550813
-22276.6548931
-22292.40615274
-22293.74942156
-22293.86420605
-22293.86107376
-22293.85884811
-22293.86308358
-22293.86247639
-22293.86044723
-22293.85714652
-22293.85824799
-22293.85836844
-22293.85837888
-22293.85838693
-22293.85838883
-22293.8581888
-22293.85654364
-22293.85900427
-22293.85900733
-22293.85943233
-22293.85939228
-22293.85958462
-22293.85958967
-22293.8595919
-22293.86046758
-22293.86045915
-22293.86047002
-22293.86047632
-22293.86047776
-22293.86164697
-22293.86161185
-22293.86167423
-22293.86169104
-22293.86169438
-22293.86325542
-22293.86319586
-22293.86327847
-22293.86330673
-22293.86331186
-22293.86331373
-22293.86531926
-22293.86519908
-22293.86536132
-22293.86538567
-22293.86539143
-22293.86539318
-22293.86744175
-22293.8671802
-22293.86751152
-22293.8675609
-22293.86759863
-22293.86760098
-22293.86760272
-22293.86862343
-22293.86811281
-22293.86876838
-22293.86890093
-22293.86892277
-22293.86893092
-22293.86893289
-22293.86910978
-22293.86910751
-22293.86911059
-22293.86911082
-22293.86911503
-22293.86938623
-22293.86937458
-22293.86938462
-22293.869392
-22293.86939696
-22293.86939747
-22293.86969758
-22293.86969649
-22293.86968495
-22293.86970086
-22293.86970641
-22293.86970678
-22293.87009784
-22293.87008581
-22293.87009229
-22293.87010234
-22293.87011953
-22293.87012054
-22293.87012108
-22293.87061065
-22293.87057478
-22293.87051572
-22293.87063417
-22293.87063753
-22293.87063891
-22293.87063908
-22293.87108719
-22293.87103727
-22293.87087887
-22293.87113005
-22293.87113976
-22293.87114295
-22293.87114356
-22293.8714984
-22293.8714738
-22293.87143099
-22293.87151447
-22293.87152498
-22293.87152591
-22293.87152646
-22293.87201156
-22293.87198387
-22293.87192716
-22293.8720372
-22293.87204954
-22293.87205143
-22293.87205215
-22293.87254888
-22293.87258184
-22293.87255642
-22293.87259171
-22293.87261472
-22293.87261892
-22293.87262014
-22293.87262038
-22293.87288636
-22293.87287356
-22293.87287016
-22293.87289212
-22293.87289494
-22293.8728954
-22293.873186
-22293.8731367
-22293.87319398
-22293.8732067
-22293.87321636
-22293.87321693
-22293.87340938
-22293.87340317
-22293.87340823
-22293.87341433
-22293.87341887
-22293.87341928
-22293.87357626
-22293.87356866
-22293.87355104
-22293.87358123
-22293.87358914
-22293.87358964
-22293.87359001
-22293.87370484
-22293.87370631
-22293.87370712
-22293.8737087
-22293.87370923
-22293.87371003
-22293.87381342
-22293.87380798
-22293.87381868
-22293.87382947
-22293.87382986
-22293.87383057
-22293.87383155
-22293.87393059
-22293.87392783
-22293.87391735
-22293.87393377
-22293.8739359
-22293.87393617
-22293.8739363
-22293.8740396
-22293.87403479
-22293.87402808
-22293.87404106
-22293.87404665
-22293.87404699
-22293.87404722
-22293.87418211
-22293.87416861
-22293.87414164
-22293.87419204
-22293.87419618
-22293.87419645
-22293.87419674
-22293.87433026
-22293.87430737
-22293.87424827
-22293.87434853
-22293.87436051
-22293.87436152
-22293.87436257
-22293.87450489
-22293.87449304
-22293.87441074
-22293.87452528
-22293.87454545
-22293.87454594
-22293.87454734
-22293.87454752
-22293.87468427
-22293.8746945
-22293.87467526
-22293.874695
-22293.87470921
-22293.87471012
-22293.87471106
-22293.87476551
-22293.87479094
-22293.87475817
-22293.87479481
-22293.87482292
-22293.87482521
-22293.87482717
-22293.87491515
-22293.87491193
-22293.87491232
-22293.87491664
-22293.87491931
-22293.8749195
-22293.8750079
-22293.8750032
-22293.87500533
-22293.8750095
-22293.87501228
-22293.87501251
-22293.87508858
-22293.87508187
-22293.8750844
-22293.87509197
-22293.8750956
-22293.87509596
-22293.87509617
-22293.8751552
-22293.87516141
-22293.87515817
-22293.87516121
-22293.87516388
-22293.87516429
-22293.87516443
-22293.87521637
-22293.87521878
-22293.87520997
-22293.87522216
-22293.87522773
-22293.87522811
-22293.87522842
-22293.87529459
-22293.87530739
-22293.87528445
-22293.87531213
-22293.87531785
-22293.87531863
-22293.87531905
-22293.87534249
-22293.87535232
-22293.87525132
-22293.8753891
-22293.87539813
-22293.87540066
-22293.87540189
-22293.87540209
-22293.87542377
-22293.87543725
-22293.87540387
-22293.87544586
-22293.87545282
-22293.87545394
-22293.87545471
-22293.87545482
-22293.87548139
-22293.87548312
-22293.87543274
-22293.87550598
-22293.87551066
-22293.87551177
-22293.87551247
-22293.87551256
-22293.87556745
-22293.8755593
-22293.87550634
-22293.87559341
-22293.87559761
-22293.87559871
-22293.87559938
-22293.87559947
-22293.87567768
-22293.87566235
-22293.8756154
-22293.87570188
-22293.87570573
-22293.87570702
-22293.87570757
-22293.87570765
-22293.87577768
-22293.87577147
-22293.87573735
-22293.87579204
-22293.87579442
-22293.87579545
-22293.8757958
-22293.87585697
-22293.87586025
-22293.87577141
-22293.8758941
-22293.87590344
-22293.87590522
-22293.87590558
-22293.87590584
-22293.87599271
-22293.87601091
-22293.87592541
-22293.87603411
-22293.87604979
-22293.87605261
-22293.87605409
-22293.87605436
-22293.87612449
-22293.87615747
-22293.8760431
-22293.87618891
-22293.87620036
-22293.87620479
-22293.87620659
-22293.8762068
-22293.87622348
-22293.87631232
-22293.87601801
-22293.87639771
-22293.87642552
-22293.87643712
