energy,energy_error,gradient_error
-22293.85838486,0.0,0.0076
-22293.85900588,0.00062,0.0086
-22293.85959209,0.00059,0.013
-22293.86047728,0.00089,0.016
-22293.86169486,0.0012,0.018
-22293.86331418,0.0016,0.02
-22293.86539349,0.0021,0.016
-22293.86760287,0.0022,0.0077
-22293.86893387,0.0013,0.0053
-22293.86911533,0.00018,0.005
-22293.86939753,0.00028,0.005
-22293.86970678,0.00031,0.0043
-22293.87012111,0.00041,0.005
-22293.87063928,0.00052,0.0077
-22293.87114387,0.0005,0.0096
-22293.87152648,0.00038,0.0082
-22293.87205218,0.00053,0.0055
-22293.87262048,0.00057,0.0054
-22293.87289544,0.00027,0.006
-22293.87321731,0.00032,0.0055
-22293.87341943,0.0002,0.0036
-22293.87359001,0.00017,0.0057
-22293.87371005,0.00012,0.0036
-22293.8738316,0.00012,0.0039
-22293.8739363,0.0001,0.0061
-22293.87404724,0.00011,0.0062
-22293.87419675,0.00015,0.0058
-22293.87436256,0.00017,0.0047
-22293.87454755,0.00018,0.0055
-22293.874711,0.00016,0.005
-22293.87482734,0.00012,0.0044
-22293.87491954,9.2e-05,0.0026
-22293.87501252,9.3e-05,0.0024
-22293.87509618,8.4e-05,0.0028
-22293.87516444,6.8e-05,0.0025
-22293.87522843,6.4e-05,0.0025
-22293.8753191,9.1e-05,0.0022
-22293.87540212,8.3e-05,0.0017
-22293.87545483,5.3e-05,0.002
-22293.87551257,5.8e-05,0.0023
-22293.87559949,8.7e-05,0.0025
-22293.87570767,0.00011,0.0028
-22293.8757958,8.8e-05,0.0022
-22293.87590585,0.00011,0.0033
-22293.8760544,0.00015,0.0034
-22293.87620685,0.00015,0.005
