energy,energy_error,gradient_error
-22310.42112261,0.0,0.0076
-22310.42190149,0.00078,0.0076
-22310.42273865,0.00084,0.0072
-22310.42379157,0.0011,0.007
-22310.42511455,0.0013,0.0066
-22310.42671078,0.0016,0.0068
-22310.42849872,0.0018,0.0095
-22310.43013738,0.0016,0.014
-22310.43118631,0.001,0.015
-22310.43271694,0.0015,0.0081
-22310.43522438,0.0025,0.0081
-22310.43638084,0.0012,0.014
-22310.43754136,0.0012,0.011
-22310.43922379,0.0017,0.0086
-22310.44057822,0.0014,0.0062
-22310.44112484,0.00055,0.0079
-22310.44161038,0.00049,0.0058
-22310.44195599,0.00035,0.0057
-22310.44218439,0.00023,0.004
-22310.44235648,0.00017,0.0041
-22310.44251833,0.00016,0.0041
-22310.4427212,0.0002,0.0032
-22310.44294298,0.00022,0.0031
-22310.44320131,0.00026,0.0049
-22310.44335228,0.00015,0.0043
-22310.44351746,0.00017,0.0036
