energy,energy_error,gradient_error
-22331.219066,5.4e-05,0.0016
-22331.21910944,4.3e-05,0.0014
-22331.21917275,6.3e-05,0.0015
-22331.21925402,8.1e-05,0.002
-22331.21929842,4.4e-05,0.0019
-22331.21934705,4.9e-05,0.0016
-22331.21940206,5.5e-05,0.0014
-22331.21945935,5.7e-05,0.0016
-22331.21954254,8.3e-05,0.0018
-22331.2196772,0.00013,0.002
-22331.21980234,0.00013,0.0046
-22331.22000051,0.0002,0.0038
-22331.22024171,0.00024,0.013
-22331.21918911,0.0011,0.039
-22331.22041392,0.00017,0.014
-22331.22112497,0.00071,0.011
-22331.22183721,0.00071,0.017
-22331.22334512,0.0015,0.023
-22331.22554494,0.0022,0.036
-22331.2276559,0.0021,0.042
-22331.23111484,0.0035,0.029
-22331.23324286,0.0021,0.015
-22331.23647806,0.0032,0.027
-22331.23854632,0.0021,0.0097
-22331.24027589,0.0017,0.0099
-22331.24158079,0.0013,0.0098
-22331.24295087,0.0014,0.0083
-22331.244333,0.0014,0.011
-22331.24510206,0.00077,0.0078
-22331.24560224,0.0005,0.013
-22331.24609568,0.00049,0.0098
-22331.24663582,0.00054,0.0085
-22331.24710629,0.00047,0.0058
-22331.24747759,0.00037,0.0068
-22331.24785493,0.00038,0.004
-22331.24831883,0.00046,0.0042
-22331.24863131,0.00031,0.0063
-22331.24886418,0.00023,0.004
-22331.24913915,0.00027,0.0047
-22331.24944246,0.0003,0.0032
-22331.2497447,0.0003,0.0042
-22331.25008483,0.00034,0.0044
-22331.25054319,0.00046,0.0042
-22331.25097174,0.00043,0.007
-22331.25143245,0.00046,0.0053
-22331.25192349,0.00049,0.0055
-22331.25247981,0.00056,0.0055
-22331.25313144,0.00065,0.0056
-22331.25383856,0.00071,0.017
-22331.25454467,0.00071,0.009
-22331.2552578,0.00071,0.016
-22331.25587922,0.00062,0.0059
-22331.25641485,0.00054,0.0046
-22331.25681502,0.0004,0.0029
-22331.25707377,0.00026,0.0037
-22331.25727085,0.0002,0.0068
-22331.25744562,0.00017,0.0033
-22331.25763074,0.00019,0.0053
-22331.25776223,0.00013,0.0024
-22331.25796205,0.0002,0.0026
-22331.25814422,0.00018,0.0028
-22331.25829165,0.00015,0.0024
-22331.25841329,0.00012,0.0041
-22331.25851705,0.0001,0.0041
-22331.25864646,0.00013,0.0029
-22331.25874448,9.8e-05,0.0023
-22331.25885065,0.00011,0.0015
-22331.25893849,8.8e-05,0.0017
-22331.2590072,6.9e-05,0.0016
-22331.25909372,8.7e-05,0.0013
-22331.259211,0.00012,0.0016
-22331.25928339,7.2e-05,0.0016
-22331.25934486,6.1e-05,0.0029
-22331.25941022,6.5e-05,0.0031
-22331.2594814,7.1e-05,0.0022
-22331.25953565,5.4e-05,0.0014
-22331.25958933,5.4e-05,0.0013
-22331.25962889,4e-05,0.0015
-22331.25966849,4e-05,0.0025
-22331.25972798,5.9e-05,0.0026
-22331.25978402,5.6e-05,0.0022
-22331.25982022,3.6e-05,0.0017
-22331.25986207,4.2e-05,0.0013
-22331.25989969,3.8e-05,0.0019
-22331.25993955,4e-05,0.0018
-22331.25998354,4.4e-05,0.0016
-22331.26003415,5.1e-05,0.0014
-22331.26009289,5.9e-05,0.0017
-22331.26014749,5.5e-05,0.0019
-22331.26020128,5.4e-05,0.0011
-22331.26023567,3.4e-05,0.0011
-22331.26027651,4.1e-05,0.0019
-22331.26031781,4.1e-05,0.0015
-22331.26036657,4.9e-05,0.0011
-22331.26041513,4.9e-05,0.00098
