energy,energy_error,gradient_error
-22314.64686993,0.0,0.0042
-22314.64726189,0.00039,0.0045
-22314.64765532,0.00039,0.0042
-22314.64821271,0.00056,0.0041
-22314.6489777,0.00076,0.0039
-22314.65002431,0.001,0.0036
-22314.65139139,0.0014,0.0045
-22314.65297924,0.0016,0.0055
-22314.65433234,0.0014,0.0058
-22314.65462773,0.0003,0.0045
-22314.65482467,0.0002,0.0035
-22314.65500623,0.00018,0.0019
-22314.65517479,0.00017,0.0015
-22314.65524036,6.6e-05,0.0017
-22314.65530481,6.4e-05,0.0022
-22314.65542448,0.00012,0.0027
-22314.65557474,0.00015,0.0028
-22314.65570962,0.00013,0.0029
-22314.65584208,0.00013,0.0041
-22314.65601867,0.00018,0.0038
-22314.65622358,0.0002,0.0027
-22314.65635003,0.00013,0.002
-22314.65643655,8.7e-05,0.0029
-22314.65650369,6.7e-05,0.0028
-22314.65654902,4.5e-05,0.0022
-22314.65661991,7.1e-05,0.0011
-22314.65663012,1e-05,0.00086
