energy,energy_error,gradient_error
-22331.04766021,0.0,0.0021
-22331.04770438,4.4e-05,0.0015
-22331.04775083,4.6e-05,0.0013
-22331.04779638,4.6e-05,0.00094
-22331.04782377,2.7e-05,0.0011
-22331.04784303,1.9e-05,0.0044
-22331.04787043,2.7e-05,0.0036
-22331.04790365,3.3e-05,0.0011
-22331.04793185,2.8e-05,0.002
-22331.04794545,1.4e-05,0.0013
-22331.04795761,1.2e-05,0.00082
-22331.04797525,1.8e-05,0.00072
-22331.04799829,2.3e-05,0.00098
-22331.04801998,2.2e-05,0.0013
-22331.04804399,2.4e-05,0.0016
-22331.04806759,2.4e-05,0.0016
-22331.04810324,3.6e-05,0.0012
-22331.0481211,1.8e-05,0.00069
-22331.04813103,9.9e-06,0.00069
-22331.04814491,1.4e-05,0.00069
-22331.0481548,9.9e-06,0.00074
-22331.04816422,9.4e-06,0.00068
-22331.04817218,8e-06,0.0006
-22331.04818349,1.1e-05,0.00061
-22331.04818985,6.4e-06,0.00079
-22331.04819615,6.3e-06,0.00066
-22331.04820205,5.9e-06,0.00061
-22331.0482047,2.7e-06,0.00056
-22331.04821065,6e-06,0.00048
