energy,energy_error,gradient_error
-22294.12961576,0.0,0.0071
-22294.13036052,0.00074,0.0073
-22294.13110276,0.00074,0.0066
-22294.13216558,0.0011,0.0064
-22294.13361303,0.0014,0.006
-22294.13553515,0.0019,0.0069
-22294.13792416,0.0024,0.0054
-22294.14058542,0.0027,0.0074
-22294.14297007,0.0024,0.0078
-22294.14416687,0.0012,0.01
-22294.14536635,0.0012,0.006
-22294.14714367,0.0018,0.0058
-22294.14984036,0.0027,0.016
-22294.15075078,0.00091,0.0088
-22294.15101761,0.00027,0.0038
-22294.15111869,0.0001,0.0049
-22294.15119099,7.2e-05,0.0018
-22294.15123722,4.6e-05,0.0014
-22294.15127687,4e-05,0.0019
-22294.15130065,2.4e-05,0.0012
-22294.15131245,1.2e-05,0.001
-22294.1513244,1.2e-05,0.001
-22294.151336,1.2e-05,0.0013
-22294.15135209,1.6e-05,0.0012
-22294.15136742,1.5e-05,0.001
-22294.15138521,1.8e-05,0.0012
-22294.1514098,2.5e-05,0.0014
-22294.15142898,1.9e-05,0.0013
-22294.15145269,2.4e-05,0.0011
-22294.15148465,3.2e-05,0.0017
-22294.15150821,2.4e-05,0.0018
-22294.15152793,2e-05,0.0014
-22294.15154248,1.5e-05,0.0014
-22294.15155942,1.7e-05,0.0013
-22294.1515775,1.8e-05,0.0015
-22294.15159891,2.1e-05,0.0019
-22294.15163856,4e-05,0.0027
-22294.15169202,5.3e-05,0.0033
-22294.15175568,6.4e-05,0.0038
-22294.15183262,7.7e-05,0.0038
-22294.15190718,7.5e-05,0.0028
-22294.15199017,8.3e-05,0.0014
-22294.15208252,9.2e-05,0.0021
-22294.15214871,6.6e-05,0.0026
-22294.15222233,7.4e-05,0.0024
-22294.15229009,6.8e-05,0.0016
-22294.15239942,0.00011,0.0017
-22294.15246649,6.7e-05,0.0019
-22294.15253054,6.4e-05,0.002
-22294.15260622,7.6e-05,0.0017
-22294.15268559,7.9e-05,0.0016
-22294.15272562,4e-05,0.00094
