energy,energy_error,gradient_error
-22331.53006706,8.6e-05,0.0035
-22331.53008587,1.9e-05,0.0025
-22331.53011166,2.6e-05,0.0025
-22331.53013501,2.3e-05,0.0024
-22331.53015458,2e-05,0.0022
-22331.5301665,1.2e-05,0.0021
-22331.53016962,3.1e-06,0.0026
-22331.53016711,2.5e-06,0.0028
-22331.53016951,1.1e-07,0.0026
-22331.53020439,3.5e-05,0.0031
-22331.53027255,6.8e-05,0.0056
-22331.53021,6.3e-05,0.022
-22331.53031164,3.9e-05,0.005
-22331.53034678,3.5e-05,0.002
-22331.53037092,2.4e-05,0.0024
-22331.53039367,2.3e-05,0.0018
-22331.53040649,1.3e-05,0.0012
-22331.5304172,1.1e-05,0.0011
-22331.53042625,9e-06,0.0014
-22331.53043718,1.1e-05,0.0013
-22331.53044864,1.1e-05,0.00093
-22331.5304578,9.2e-06,0.00061
-22331.53046151,3.7e-06,0.00082
-22331.5304679,6.4e-06,0.00056
-22331.53047692,9e-06,0.00047
