energy,energy_error,gradient_error
-22293.80296662,0.0,0.041
-22293.80582271,0.0029,0.035
-22293.81040213,0.0046,0.026
-22293.81548606,0.0051,0.023
-22293.81880531,0.0033,0.015
-22293.81968908,0.00088,0.0083
-22293.8213249,0.0016,0.013
-22293.82269456,0.0014,0.02
-22293.82345349,0.00076,0.01
-22293.82405093,0.0006,0.0071
-22293.82454977,0.0005,0.0074
-22293.82500568,0.00046,0.007
-22293.82558749,0.00058,0.0078
-22293.82619905,0.00061,0.013
-22293.82683666,0.00064,0.012
-22293.82745343,0.00062,0.011
-22293.82793148,0.00048,0.0069
-22293.82847714,0.00055,0.0087
-22293.82913562,0.00066,0.011
-22293.82981831,0.00068,0.014
-22293.83071527,0.0009,0.015
-22293.83188053,0.0012,0.016
-22293.83303755,0.0012,0.019
-22293.8337835,0.00075,0.016
-22293.83469314,0.00091,0.01
-22293.83528643,0.00059,0.011
-22293.83583153,0.00055,0.0097
-22293.83623716,0.00041,0.0046
-22293.83661299,0.00038,0.0056
-22293.83691349,0.0003,0.0058
-22293.8371759,0.00026,0.0053
-22293.83749459,0.00032,0.0033
-22293.83780653,0.00031,0.0043
-22293.83806047,0.00025,0.0048
-22293.83835044,0.00029,0.0045
-22293.83877299,0.00042,0.0039
-22293.83927651,0.0005,0.0049
-22293.83962948,0.00035,0.0032
-22293.83985881,0.00023,0.0031
-22293.84012092,0.00026,0.0034
-22293.84039293,0.00027,0.0032
