step,energy
1,-43.94048872
2,-44.03778455
3,-44.03500403
4,-44.03567477
5,-44.03581777
6,-44.03584608
7,-44.03584278
8,-44.03584373
9,-44.03591012
10,-44.03592114
11,-44.03592091
12,-44.03592105
13,-44.0359675
14,-44.03597247
15,-44.03597232
16,-44.03597244
17,-44.03597243
18,-44.03599275
19,-44.03599286
20,-44.03599292
21,-44.03599292
22,-44.03599423
23,-44.03599425
24,-44.03599425
