energy,energy_error,gradient_error
-22331.21584851,9.7e-05,0.0041
-22331.21600464,0.00016,0.0067
-22331.21607511,7e-05,0.0094
-22331.21619165,0.00012,0.0049
-22331.21627806,8.6e-05,0.0021
-22331.21631143,3.3e-05,0.0023
-22331.2163552,4.4e-05,0.0033
-22331.21641603,6.1e-05,0.0028
-22331.216458,4.2e-05,0.0013
-22331.21647849,2e-05,0.0011
-22331.21650188,2.3e-05,0.0021
-22331.21653574,3.4e-05,0.0032
-22331.21656975,3.4e-05,0.0031
-22331.21660569,3.6e-05,0.0016
-22331.2166474,4.2e-05,0.0018
-22331.21669241,4.5e-05,0.0024
-22331.21673158,3.9e-05,0.0028
-22331.21677231,4.1e-05,0.002
-22331.21680968,3.7e-05,0.0021
-22331.2168491,3.9e-05,0.0026
-22331.21690294,5.4e-05,0.0029
-22331.21695867,5.6e-05,0.0035
-22331.21701215,5.3e-05,0.0028
-22331.2170749,6.3e-05,0.0024
-22331.21713252,5.8e-05,0.0033
-22331.21718725,5.5e-05,0.003
-22331.2172339,4.7e-05,0.0016
-22331.21727224,3.8e-05,0.0016
-22331.21730865,3.6e-05,0.0018
-22331.21733644,2.8e-05,0.0021
-22331.21735674,2e-05,0.0011
-22331.21736543,8.7e-06,0.00089
-22331.21738154,1.6e-05,0.00058
-22331.21739312,1.2e-05,0.00082
-22331.21740276,9.6e-06,0.00089
-22331.21741619,1.3e-05,0.00094
-22331.21743114,1.5e-05,0.00083
-22331.21744228,1.1e-05,0.0007
-22331.21744951,7.2e-06,0.00086
-22331.21746127,1.2e-05,0.00089
-22331.21746952,8.3e-06,0.00071
-22331.21747813,8.6e-06,0.00071
-22331.21748835,1e-05,0.0009
-22331.21750017,1.2e-05,0.001
-22331.21751334,1.3e-05,0.0012
-22331.21753969,2.6e-05,0.0012
-22331.21756433,2.5e-05,0.0016
-22331.21759393,3e-05,0.0016
-22331.21761042,1.6e-05,0.0012
-22331.21762393,1.4e-05,0.00058
-22331.21763197,8e-06,0.001
-22331.21764838,1.6e-05,0.0013
-22331.2176642,1.6e-05,0.0013
-22331.21768192,1.8e-05,0.00084
-22331.21770207,2e-05,0.00069
-22331.21772031,1.8e-05,0.00069
-22331.21774162,2.1e-05,0.0011
-22331.21776196,2e-05,0.0013
-22331.21779195,3e-05,0.0013
-22331.21782579,3.4e-05,0.0012
-22331.21786041,3.5e-05,0.0011
-22331.2179021,4.2e-05,0.0011
-22331.21796712,6.5e-05,0.0014
-22331.21807283,0.00011,0.0019
-22331.21822724,0.00015,0.0026
-22331.21837895,0.00015,0.01
-22331.21858161,0.0002,0.019
-22331.21879662,0.00022,0.0073
-22331.21916768,0.00037,0.0073
-22331.21948391,0.00032,0.0072
-22331.22030517,0.00082,0.01
-22331.22125288,0.00095,0.015
-22331.22285257,0.0016,0.011
-22331.2243957,0.0015,0.019
-22331.2257423,0.0013,0.0098
