energy,energy_error,gradient_error
-22331.0399184,0.0,0.0018
-22331.03993647,1.8e-05,0.0011
-22331.03995317,1.7e-05,0.00081
-22331.03996964,1.6e-05,0.0042
-22331.03996907,5.6e-07,0.0093
-22331.0399849,1.5e-05,0.0025
-22331.04000018,1.5e-05,0.0017
-22331.04002222,2.2e-05,0.0013
-22331.04004966,2.7e-05,0.00091
-22331.04007268,2.3e-05,0.00077
-22331.04008542,1.3e-05,0.00099
-22331.04009828,1.3e-05,0.0014
-22331.0401134,1.5e-05,0.0012
-22331.04014377,3e-05,0.00089
-22331.04017546,3.2e-05,0.0012
-22331.0402052,3e-05,0.0017
-22331.04026633,6.1e-05,0.0018
-22331.04035744,9.1e-05,0.0021
-22331.04045279,9.5e-05,0.0029
-22331.04054738,9.5e-05,0.003
-22331.04066324,0.00012,0.0029
-22331.04074788,8.5e-05,0.0024
-22331.0408142,6.6e-05,0.0016
-22331.0408521,3.8e-05,0.0016
-22331.04089887,4.7e-05,0.0019
-22331.0409562,5.7e-05,0.0025
-22331.04101948,6.3e-05,0.0016
-22331.04107965,6e-05,0.0015
-22331.04113203,5.2e-05,0.0016
-22331.04118607,5.4e-05,0.0024
-22331.04123501,4.9e-05,0.0018
