energy,energy_error,gradient_error
-22331.21538257,0.0,0.0049
-22331.21540842,2.6e-05,0.0063
-22331.21546104,5.3e-05,0.004
-22331.21547933,1.8e-05,0.013
-22331.21555242,7.3e-05,0.005
-22331.21558805,3.6e-05,0.0027
-22331.21560979,2.2e-05,0.0022
-22331.21563701,2.7e-05,0.0023
-22331.21566984,3.3e-05,0.0027
-22331.21569962,3e-05,0.0016
-22331.21572632,2.7e-05,0.0018
-22331.21576662,4e-05,0.0028
-22331.21582961,6.3e-05,0.0045
-22331.21589796,6.8e-05,0.0041
-22331.21595623,5.8e-05,0.0017
-22331.21602482,6.9e-05,0.0027
-22331.21610994,8.5e-05,0.0032
-22331.21621914,0.00011,0.0055
-22331.21632922,0.00011,0.0063
-22331.21646095,0.00013,0.0049
-22331.21662288,0.00016,0.0031
-22331.21673924,0.00012,0.0037
-22331.2167907,5.1e-05,0.0027
-22331.21686487,7.4e-05,0.0039
-22331.21694945,8.5e-05,0.0044
-22331.21703307,8.4e-05,0.0042
-22331.21710369,7.1e-05,0.0028
-22331.21714545,4.2e-05,0.0017
-22331.21719195,4.7e-05,0.002
-22331.21722443,3.2e-05,0.0022
-22331.21726234,3.8e-05,0.0023
-22331.21729875,3.6e-05,0.0021
-22331.21735534,5.7e-05,0.0015
-22331.2174086,5.3e-05,0.0015
-22331.21745579,4.7e-05,0.0016
-22331.21750707,5.1e-05,0.0021
-22331.21757277,6.6e-05,0.0028
-22331.21767293,0.0001,0.0028
-22331.21776984,9.7e-05,0.003
-22331.21784786,7.8e-05,0.0026
-22331.21792133,7.3e-05,0.002
-22331.2179989,7.8e-05,0.0015
-22331.2180343,3.5e-05,0.0017
-22331.21808515,5.1e-05,0.0017
-22331.21813939,5.4e-05,0.002
-22331.21820876,6.9e-05,0.0025
-22331.21825511,4.6e-05,0.0016
-22331.21831743,6.2e-05,0.0016
-22331.21834841,3.1e-05,0.0012
-22331.21837883,3e-05,0.0015
-22331.21841758,3.9e-05,0.0014
-22331.21844016,2.3e-05,0.0011
-22331.21845992,2e-05,0.0011
-22331.21848295,2.3e-05,0.00094
-22331.21850837,2.5e-05,0.001
-22331.21853671,2.8e-05,0.0011
-22331.21855724,2.1e-05,0.00092
-22331.21857603,1.9e-05,0.00096
-22331.21859745,2.1e-05,0.0011
-22331.21863036,3.3e-05,0.0011
-22331.21867067,4e-05,0.00088
-22331.21871236,4.2e-05,0.0013
-22331.21874372,3.1e-05,0.0015
-22331.21878079,3.7e-05,0.0015
-22331.21884881,6.8e-05,0.0015
-22331.2189258,7.7e-05,0.002
-22331.21901235,8.7e-05,0.0022
