energy,energy_error,gradient_error
-22331.29334515,0.0,0.0013
-22331.29335843,1.3e-05,0.0019
-22331.29337674,1.8e-05,0.0059
-22331.29340062,2.4e-05,0.0036
-22331.29341295,1.2e-05,0.0017
-22331.29342389,1.1e-05,0.0017
-22331.29343569,1.2e-05,0.0016
-22331.29344559,9.9e-06,0.00074
-22331.2934554,9.8e-06,0.00095
-22331.29346422,8.8e-06,0.0013
-22331.29347593,1.2e-05,0.0012
-22331.29348452,8.6e-06,0.0011
-22331.29349165,7.1e-06,0.00071
-22331.29349997,8.3e-06,0.00097
-22331.29350971,9.7e-06,0.00097
-22331.29352142,1.2e-05,0.00097
-22331.29353474,1.3e-05,0.0012
-22331.29354859,1.4e-05,0.001
-22331.29356546,1.7e-05,0.0014
-22331.29358427,1.9e-05,0.0016
-22331.29360465,2e-05,0.0012
-22331.29362647,2.2e-05,0.0012
-22331.29364449,1.8e-05,0.0011
-22331.29366172,1.7e-05,0.0012
-22331.29368107,1.9e-05,0.0013
-22331.29370232,2.1e-05,0.0013
-22331.29372329,2.1e-05,0.0012
-22331.29373817,1.5e-05,0.0014
-22331.2937504,1.2e-05,0.0014
-22331.29376648,1.6e-05,0.0011
-22331.29377791,1.1e-05,0.00083
-22331.29379224,1.4e-05,0.00079
-22331.29380669,1.4e-05,0.00088
-22331.29382682,2e-05,0.00087
-22331.29384993,2.3e-05,0.0013
-22331.29387467,2.5e-05,0.0017
-22331.29391074,3.6e-05,0.0016
-22331.29395367,4.3e-05,0.0013
-22331.29397244,1.9e-05,0.0011
-22331.29399679,2.4e-05,0.00093
-22331.29402242,2.6e-05,0.001
-22331.29405078,2.8e-05,0.0015
-22331.29407483,2.4e-05,0.0016
-22331.29410556,3.1e-05,0.0016
-22331.29412369,1.8e-05,0.0011
-22331.29415416,3e-05,0.00086
-22331.29417939,2.5e-05,0.00088
-22331.2942073,2.8e-05,0.0016
-22331.29423753,3e-05,0.0017
-22331.29426451,2.7e-05,0.0012
-22331.29429273,2.8e-05,0.001
-22331.29431699,2.4e-05,0.0008
-22331.29435278,3.6e-05,0.0017
-22331.2943441,8.7e-06,0.0018
-22331.29436095,8.2e-06,0.0017
-22331.29438163,2.1e-05,0.00097
-22331.29440858,2.7e-05,0.00071
-22331.29441711,8.5e-06,0.0008
-22331.2944319,1.5e-05,0.00063
-22331.29444057,8.7e-06,0.00052
-22331.29444998,9.4e-06,0.00052
-22331.29446018,1e-05,0.00078
-22331.2944682,8e-06,0.00087
-22331.29447888,1.1e-05,0.00087
-22331.29449114,1.2e-05,0.00069
-22331.29450075,9.6e-06,0.00051
-22331.29451102,1e-05,0.00057
